Date,AAPL_moving_avg,GOOGL_moving_avg,META_moving_avg,AMZN_moving_avg
06/24/2022,139.6,112.63857142857144,164.82,110.75285714285714
06/23/2022,139.13000000000002,112.49285714285713,163.47142857142856,110.60142857142857
06/22/2022,138.6185714285714,112.88571428571429,162.8742857142857,110.51428571428572
06/21/2022,138.49714285714285,113.25428571428571,162.27428571428572,110.86714285714287
06/17/2022,137.40142857142857,112.60285714285715,162.24571428571429,110.48142857142857
06/16/2022,136.34714285714284,111.74857142857142,162.27285714285716,109.94714285714285
06/15/2022,135.45714285714286,110.88142857142859,162.25285714285715,109.15428571428572
06/14/2022,134.18571428571428,109.27428571428572,161.3342857142857,107.13285714285715
06/13/2022,133.27285714285713,108.43857142857144,162.12142857142857,105.88
06/10/2022,133.52714285714288,108.39142857142858,164.9385714285714,105.98
06/09/2022,134.49428571428572,108.86285714285715,168.78857142857143,107.04714285714284
06/08/2022,136.83714285714285,110.29857142857144,173.48857142857145,109.18428571428572
06/07/2022,139.50142857142856,111.88714285714286,178.45714285714283,111.94714285714285
06/06/2022,141.03142857142856,112.89571428571428,182.0142857142857,114.39285714285714
06/03/2022,142.8342857142857,114.01285714285713,185.8785714285714,117.25571428571429
06/02/2022,145.59571428571428,115.61714285714285,190.82142857142858,120.37571428571428
06/01/2022,147.25,116.00714285714285,192.6885714285714,122.09428571428573
05/31/2022,148.1357142857143,115.85285714285715,194.06571428571428,122.67428571428572
05/27/2022,148.37571428571428,115.15714285714286,193.84999999999997,121.81285714285715
05/26/2022,147.67142857142858,113.82000000000001,193.2757142857143,120.11
05/25/2022,146.8685714285714,112.24714285714286,191.78714285714287,117.53714285714285
05/24/2022,146.15142857142857,111.02285714285715,190.43,114.92999999999999
05/23/2022,144.99428571428572,110.14714285714287,190.0542857142857,112.36571428571429
05/20/2022,143.40571428571428,109.4357142857143,190.75428571428571,110.35285714285713
05/19/2022,141.7642857142857,108.95285714285714,190.4185714285714,108.51142857142858
05/18/2022,140.50428571428571,108.89285714285714,190.00571428571428,107.36285714285715
05/17/2022,141.28428571428572,110.13285714285715,191.57571428571427,107.97571428571429
05/16/2022,142.00142857142856,111.36571428571428,193.89142857142858,108.55142857142857
05/13/2022,142.96571428571428,112.80571428571429,196.36857142857144,109.83142857142857
05/12/2022,142.88714285714286,112.99857142857142,195.6557142857143,109.74142857142856
05/11/2022,144.16,113.66857142857143,194.97000000000003,109.42428571428572
05/10/2022,146.61142857142858,114.24142857142856,195.8785714285714,109.64428571428572
05/09/2022,148.21714285714285,114.32857142857142,196.44571428571427,109.88428571428572
05/06/2022,149.3657142857143,114.22571428571428,196.60999999999999,109.79857142857144
05/05/2022,150.97,114.52142857142859,197.78714285714287,110.59857142857143
05/04/2022,153.67142857142858,115.40857142857143,201.32857142857142,112.43714285714285
05/03/2022,156.0885714285714,116.04999999999998,204.29857142857142,114.91142857142857
05/02/2022,157.72571428571428,116.47571428571429,207.49714285714285,117.64428571428572
04/29/2022,158.17428571428573,116.4357142857143,207.90000000000003,119.84714285714287
04/28/2022,159.82857142857142,117.2942857142857,209.26,124.96285714285715
04/27/2022,159.72714285714287,117.08571428571427,205.14285714285714,128.3057142857143
04/26/2022,159.73142857142855,117.39142857142858,201.23857142857145,131.58857142857144
04/25/2022,159.28285714285715,117.50714285714285,196.03571428571428,134.46571428571428
04/22/2022,159.61285714285714,117.83714285714287,192.04714285714286,137.33714285714285
04/21/2022,160.82142857142858,119.01285714285714,188.75285714285715,140.73714285714286
04/20/2022,162.19,121.00285714285714,188.74571428571429,144.9828571428571
04/19/2022,162.72714285714284,122.64428571428572,190.40000000000003,146.91428571428574
04/18/2022,163.94142857142856,124.55714285714286,195.5171428571429,149.00142857142856
04/14/2022,165.1542857142857,125.71142857142856,199.69285714285712,150.76142857142855
04/13/2022,166.22857142857143,126.68571428571428,203.69285714285712,152.1142857142857
04/12/2022,167.06714285714287,127.83857142857143,207.98285714285717,153.03428571428572
04/11/2022,166.97142857142856,128.41142857142856,212.03857142857143,153.43714285714285
04/08/2022,167.38000000000002,129.16142857142856,215.16857142857143,153.50285714285715
04/07/2022,168.05714285714288,130.00142857142856,215.9742857142857,153.4542857142857
04/06/2022,169.02285714285713,131.26857142857142,217.7642857142857,154.3085714285714
04/05/2022,170.41857142857143,133.24857142857144,220.85857142857145,156.07285714285715
04/04/2022,171.56714285714287,135.11714285714285,223.55857142857144,157.90285714285713
04/01/2022,172.51714285714283,136.8942857142857,225.0885714285714,159.72714285714284
03/31/2022,173.78285714285715,138.35857142857142,225.93142857142857,161.42428571428573
03/30/2022,174.88000000000002,139.59428571428572,226.72,163.1157142857143
03/29/2022,175.8542857142857,140.54,227.70714285714286,164.76285714285714
03/28/2022,176.39285714285714,141.24142857142857,227.74857142857144,166.2242857142857
03/25/2022,176.34428571428572,141.3957142857143,226.31714285714287,166.32571428571433
03/24/2022,175.72,141.19571428571427,224.27142857142857,165.65428571428575
03/23/2022,175.1342857142857,140.92857142857142,222.64428571428576,165.63285714285715
03/22/2022,174.30714285714285,141.04285714285714,221.82857142857142,165.90285714285713
03/21/2022,172.53714285714287,140.20857142857145,219.49142857142857,165.21571428571428
03/18/2022,170.39714285714285,139.29714285714286,217.58142857142857,164.06428571428572
03/17/2022,168.25714285714284,138.20857142857142,215.3314285714286,162.3857142857143
03/16/2022,166.0957142857143,137.01,212.73285714285717,160.71857142857144
03/15/2022,163.3842857142857,135.24285714285716,208.79857142857142,158.39285714285714
03/14/2022,160.58571428571426,133.48142857142858,204.9657142857143,155.31285714285715
03/11/2022,158.57285714285715,132.05285714285714,200.81714285714287,152.5457142857143
03/10/2022,157.59285714285716,131.52857142857144,198.49142857142857,150.45000000000002
03/09/2022,157.44571428571427,131.14142857142855,195.92142857142858,147.3114285714286
03/08/2022,156.99142857142857,130.17857142857142,193.41428571428574,144.27857142857144
03/07/2022,156.95000000000002,129.19285714285715,191.1057142857143,142.04285714285714
03/04/2022,158.1042857142857,129.57999999999998,192.25285714285715,141.79571428571427
03/03/2022,160.3342857142857,130.71571428571428,194.58714285714285,142.66
03/02/2022,162.02428571428572,131.38714285714286,197.5157142857143,143.59285714285713
03/01/2022,162.69285714285712,131.61999999999998,198.69857142857146,144.20999999999998
02/28/2022,163.00285714285715,131.8542857142857,200.48857142857145,146.25
02/25/2022,164.0614285714286,132.90571428571428,203.37285714285716,148.79
02/24/2022,164.55285714285716,133.80714285714285,206.24857142857144,150.77714285714288
02/23/2022,164.10999999999999,133.19,206.01857142857145,150.6614285714286
02/22/2022,163.83714285714285,132.6057142857143,205.89142857142858,150.99
02/18/2022,163.94285714285712,132.01000000000002,205.61285714285714,151.06857142857143
02/17/2022,164.75428571428571,131.79285714285714,206.21571428571428,151.57
02/16/2022,165.81571428571428,132.1757142857143,207.00285714285715,152.21857142857144
02/15/2022,166.95000000000002,132.48285714285714,208.50571428571428,152.60714285714286
02/14/2022,167.82714285714286,132.88857142857142,209.9485714285714,153.15142857142857
02/11/2022,169.05142857142854,133.84428571428572,212.96285714285713,154.35999999999999
02/10/2022,170.1657142857143,135.10285714285715,216.6757142857143,155.61714285714285
02/09/2022,171.4485714285714,136.70142857142858,220.36714285714285,156.8442857142857
02/08/2022,172.29857142857145,137.68142857142857,222.14857142857142,157.81
02/07/2022,172.17142857142855,137.89000000000001,223.3442857142857,157.78714285714287
02/04/2022,172.1142857142857,138.84428571428572,225.64285714285714,157.9485714285714
02/03/2022,172.68857142857146,139.92428571428573,228.50857142857146,155.61714285714285
02/02/2022,173.71714285714285,141.8842857142857,243.28714285714287,155.23428571428573
02/01/2022,174.07285714285715,141.7442857142857,256.27714285714285,154.1185714285714
01/31/2022,173.85857142857145,140.8457142857143,267.8857142857143,152.45857142857145
01/28/2022,173.21571428571428,139.98142857142855,279.53285714285715,149.96857142857144
01/27/2022,171.43857142857146,138.5242857142857,289.4942857142857,147.3542857142857
01/26/2022,169.6242857142857,136.5157142857143,297.7142857142857,144.67285714285714
01/25/2022,167.75,134.20857142857145,306.6271428571428,144.83571428571426
01/24/2022,165.71857142857144,131.75142857142856,304.5857142857143,143.96857142857144
01/21/2022,163.97571428571428,130.71,302.32428571428574,142.74714285714285
01/20/2022,162.50857142857143,130.4257142857143,302.79571428571427,143.04714285714286
01/19/2022,161.92285714285714,130.67857142857142,305.34999999999997,144.80714285714285
01/18/2022,163.43428571428572,131.67857142857142,308.7085714285714,147.5614285714286
01/14/2022,165.3457142857143,133.14285714285714,314.0328571428571,150.8857142857143
01/13/2022,167.1185714285714,134.80714285714285,317.7942857142857,153.91714285714286
01/12/2022,169.1057142857143,136.32571428571427,321.3014285714285,156.87000000000003
01/11/2022,170.91571428571427,137.66714285714286,325.75857142857143,160.1157142857143
01/10/2022,172.01285714285714,138.43285714285713,327.4028571428571,161.51857142857145
01/07/2022,172.86142857142858,138.70428571428573,329.1457142857143,162.4114285714286
01/06/2022,173.1757142857143,138.95428571428573,331.19,163.03
01/05/2022,173.44,138.71142857142857,330.0857142857143,163.34714285714287
01/04/2022,174.51285714285714,139.54142857142855,331.5214285714286,164.24857142857144
01/03/2022,175.4385714285714,140.05,332.2757142857143,164.99
